1:[152.5233  147.79443 358.425  ],[208.68835  86.09162 241.5987 ],[230.05742  119.737595 224.13472 ],[224.72983 131.18463 245.14032],[216.28513 127.93371 262.42294],[177.1322   94.03918 203.7454 ],[191.74278  78.19069 165.94281],[202.77997  71.22298 145.19951],[213.8639   68.20048 129.43303],[143.59935  111.288376 196.69434 ],[145.02635  96.3197  155.8583 ],[148.80836  91.56779 132.11449],[153.56352   89.64441  113.292694],[108.77029 143.14755 192.51152],[103.76383 147.22719 160.14061],[101.227036 150.18852  143.0805  ],[ 99.45105 152.80318 130.98666],[203.21558 180.4796  324.77502],[230.05115 188.91385 306.5674 ],[237.23103 194.84799 274.37015],[215.9684  192.66362 255.4921 ]
4693:[159.2817  199.83214 359.45   ],[166.1098  122.12299 246.647  ],[167.10768  95.54617 212.20349],[168.62065   81.251175 192.35364 ],[170.63008  70.43199 176.2453 ],[122.604095 133.96397  221.864   ],[107.090416 114.45112  186.19534 ],[ 99.70942 106.68815 164.15196],[ 94.395226 102.185455 145.92957 ],[ 91.08295 157.24094 224.969  ],[ 82.27148 158.0509  182.3617 ],[ 77.35959 160.19133 158.44632],[ 73.379425 163.04256  139.56247 ],[ 63.458054 194.94925  227.34692 ],[ 78.165955 213.89458  204.66794 ],[ 89.83653 215.4339  217.61708],[ 91.58813 211.7319  229.4272 ],[165.59468 225.53908 285.8023 ],[169.82076 231.79483 253.15561],[139.29376 231.58598 239.31773],[118.7787  225.85988 258.28076]
4694:[166.31651 153.12015 314.685  ],[214.18155   38.157013 246.7745  ],[208.6123    13.751814 211.17888 ],[213.73514   26.631088 190.96664 ],[219.28586   45.270485 192.49419 ],[169.76958   17.610062 230.65208 ],[168.72946  -18.921436 207.02907 ],[171.28833  -13.067274 183.36826 ],[173.05846     6.1522293 180.53131  ],[128.39969  25.11444 231.51549],[122.60786   -9.718792 206.08362 ],[123.781456    0.9229202 184.03754  ],[126.723495  20.202923 183.59384 ],[ 82.11034  47.78452 226.08212],[ 72.21393   23.473583 206.06654 ],[ 66.95432   10.453783 195.62271 ],[ 63.260227    1.1926508 188.0837   ],[171.73839 142.16258 241.42787],[179.08698 129.06934 211.47179],[168.7448   107.864265 187.66397 ],[146.146    91.49522 181.78171]
4695:[155.42947 149.53496 405.9    ],[166.77559   49.765568 318.2411  ],[166.80925   14.679352 292.4994  ],[166.81158    -5.4901867 278.57663  ],[166.77661  -21.754864 267.8049  ],[126.47662   29.903908 325.29245 ],[108.5143      -0.35453033 299.69046   ],[ 97.83709  -15.381682 283.54007 ],[ 88.98015  -26.829433 270.4605  ],[ 94.853035  35.333252 347.8601  ],[ 80.22734   29.258297 307.32785 ],[ 79.809166  52.7138   300.23434 ],[ 86.4508    62.771744 315.57376 ],[ 57.409588  53.928757 366.53674 ],[ 53.59387   40.538513 336.60806 ],[ 51.03382  48.43572 321.20245],[ 50.661835  60.929558 321.07104 ],[174.07916 149.7992  336.0852 ],[186.04935 143.99335 305.3312 ],[198.33095 136.84695 274.97467],[210.61694 131.04321 249.90231]
4696:[150.29811 184.83478 360.345  ],[189.45776  81.20239 286.14905],[193.63133  47.00466 259.56378],[196.0513   27.18461 245.35243],[198.02739   11.075359 234.52847 ],[146.39119  69.15515 262.82004],[151.26122  53.31138 222.58401],[154.49585  43.65678 200.29099],[157.4154    35.190346 182.9599  ],[108.378174  81.051544 260.5391  ],[112.15266  100.530945 221.80945 ],[109.54371 123.12349 230.9431 ],[106.94957  125.979706 250.06595 ],[ 68.218216 108.3246   252.4143  ],[ 68.97665  112.339775 219.65935 ],[ 69.43143 114.74367 202.33115],[ 69.79189  116.645966 189.98193 ],[161.07791 172.08276 291.97003],[170.28745 158.13531 262.92773],[164.35172 140.25542 235.20583],[149.58333  124.880264 216.26508 ]
4697:[156.28561 142.47964 373.815  ],[226.12433 118.07477 248.02646],[229.96457 155.82314 226.71936],[220.58464 162.27605 248.42258],[215.99402 152.6925  264.78268],[194.99211 110.7204  214.2073 ],[214.23366 101.51904 176.2761 ],[226.60062  97.90597 155.42766],[237.40356  98.02276 139.18408],[159.19792  109.777405 210.57816 ],[164.74834 100.81912 168.35706],[168.41187  98.81255 144.20741],[171.78342   98.261284 125.00065 ],[115.739174 120.3219   210.11743 ],[109.8917  120.17755 177.63097],[106.70057  121.190704 160.45416 ],[104.33273  122.548096 148.2557  ],[202.06929 181.08307 346.39038],[228.222   193.96375 329.86993],[234.24475 197.73146 297.1139 ],[226.91562 195.08578 269.6815 ]
4698:[161.72197 152.73679 381.108  ],[228.31163 102.22917 266.25735],[229.6419  124.01635 228.61127],[213.00587 135.99203 242.04549],[207.7282  131.70161 260.32962],[197.72955  77.11253 244.81696],[214.64447   60.181507 208.47269 ],[224.7231   51.0786  188.07143],[232.79579   45.318794 171.2718  ],[162.73431  68.25579 248.98947],[170.13472  43.67688 213.84988],[174.09409   30.450615 193.60037 ],[176.93495   20.872536 176.84445 ],[118.28725  70.42329 252.3088 ],[112.45158   52.564686 225.16844 ],[109.176     42.785225 211.03036 ],[106.72039   35.526745 201.15433 ],[169.16724 176.99565 309.79724],[178.05602 184.89713 278.4706 ],[179.25858 183.05502 245.0253 ],[166.5115  165.86113 226.18028]
4699:[162.06967 172.52191 334.099  ],[229.15773 112.31888 222.33961],[247.32164   99.339615 184.98602 ],[257.08224   97.042625 162.62294 ],[264.75107  98.38446 144.73552],[191.48709   85.724174 202.6051  ],[201.71863  63.05815 166.89452],[208.05415   49.398975 147.55695 ],[213.48067   38.074806 132.62753 ],[150.49417  78.51521 208.73166],[147.72343   76.702934 165.34137 ],[142.63312  100.479164 162.2701  ],[139.72113  117.997925 170.34377 ],[100.364944  85.6133   214.66754 ],[ 89.699425  69.91049  187.66286 ],[ 83.65214  61.32576 173.66339],[ 79.13247   55.926254 163.3353  ],[161.21725 189.96648 259.6497 ],[166.662   194.0182  226.83597],[144.84694 171.58594 214.82245],[128.08774 155.57965 231.44113]
4700:[126.61019 154.68288 382.39   ],[203.08401 109.79844 277.8702 ],[229.47757   98.054565 245.32574 ],[244.77583  91.6118  227.29501],[257.15567  86.7835  213.01224],[177.356    75.89095 258.8015 ],[177.02681   81.842476 215.69525 ],[161.16135 100.4828  214.47923],[154.44012 105.89679 231.97452],[144.4384   60.23353 263.7158 ],[136.87656   69.959274 221.97961 ],[123.08556  88.01425 231.17088],[122.316574  89.09048  250.63422 ],[100.336624  53.773407 265.8574  ],[107.148735  33.690346 240.56213 ],[110.511444  23.727127 226.57361 ],[112.828476  16.836452 216.40495 ],[123.8739  161.93243 307.32974],[128.84755 162.91106 274.20715],[124.911   147.06863 244.93346],[116.10075 125.36691 228.66486]
4701:[150.90186 153.90697 368.819  ],[187.25978   55.569477 281.53174 ],[194.51846  22.07634 254.71382],[198.15608    5.424469 237.10313 ],[200.98444   -7.469371 222.73929 ],[145.80412   34.698547 272.88455 ],[147.69637     -0.37599945 247.19652   ],[148.43384  -19.322886 231.66832 ],[148.97977 -34.69249 219.66632],[109.25119  38.73606 282.5862 ],[100.747055    5.9711647 255.2399   ],[ 95.208435  -9.221416 236.82353 ],[ 90.45333  -21.167093 222.15176 ],[ 66.98074  56.12166 287.18198],[ 55.793785  39.771225 260.77933 ],[ 49.951946  32.06028  246.19624 ],[ 45.67741   26.695704 235.7463  ],[201.48053 139.6318  332.28793],[227.83044 126.52277 316.26804],[254.25345  113.010765 300.6899  ],[275.07996   99.403854 286.74857 ]
4702:[149.88014 162.67216 370.332  ],[215.44347  88.74608 275.25217],[226.96536  70.8729  237.2854 ],[234.06747   59.892788 216.55739 ],[240.15886   50.504105 200.57869 ],[183.0233   56.09346 265.2097 ],[201.66107   28.288488 237.40327 ],[212.2217    12.600528 221.81436 ],[220.2721      0.7691078 208.55618  ],[146.90202   47.040092 275.42957 ],[140.94762  39.0909  233.0617 ],[133.84366  61.87925 227.50487],[134.30064  72.79772 243.66498],[100.93991  49.34436 281.70728],[ 99.20721   55.307556 249.28781 ],[ 96.20682  67.97309 237.5902 ],[ 93.50921  80.08166 239.1255 ],[140.3869  163.29948 294.9743 ],[141.49623 159.39513 261.7128 ],[130.23076 138.0125  238.48996],[115.96528 114.80443 230.05586]
4703:[160.41167 166.1308  383.961  ],[164.8341   91.66465 265.41534],[171.14413  67.62942 229.69182],[175.08418  53.17988 210.29233],[178.5154    41.083244 195.37692 ],[125.3515  101.53885 242.0622 ],[113.25995  81.87169 205.17485],[106.375244  70.779    184.43344 ],[101.19482  62.57727 167.50815],[ 96.44293 122.40683 245.71716],[ 92.74459 127.46312 202.654  ],[106.48424 147.75679 202.44856],[115.50235 157.29193 216.88205],[ 70.26149 156.75632 248.90567],[ 85.19998 173.37416 224.61014],[ 92.42024 179.8101  239.19434],[ 90.82094 177.49965 251.37447],[167.01471 178.48508 309.5795 ],[171.1202  178.21606 276.32483],[140.71254 179.01088 262.24753],[113.69284 179.82643 271.33176]
4704:[163.44879 133.93607 353.191  ],[192.6194  119.79396 204.27034],[207.33328  113.881905 163.74591 ],[217.52068 110.58325 141.70074],[227.54375  108.75207  125.064766],[159.61037 147.07956 182.3989 ],[166.22589 148.96625 139.42966],[171.27075 150.76283 115.51366],[176.22089  152.59421   96.732994],[129.9325  169.66437 191.61551],[125.21396 183.96385 150.78734],[122.13009 193.62766 128.47694],[119.371086 202.52766  111.337845],[103.388306 201.88548  210.14542 ],[100.14859 218.68503 181.91664],[ 98.30879 228.43022 167.49796],[ 96.92257 235.90146 157.57271],[189.61377 152.645   289.71228],[202.36407 156.74706 258.99738],[180.48    173.06268 239.54703],[154.40408 181.55888 247.36455]
4705:[166.2623  146.62425 400.491  ],[190.09743  78.12197 278.10248],[197.0191  103.65686 243.55196],[200.06796 117.47339 263.56348],[201.13673 123.04521 282.22852],[151.73969  74.1971  257.8625 ],[158.64146  91.0574  218.34319],[157.5629  113.48352 228.16963],[154.61984  116.942154 247.1419  ],[119.34459   84.018326 263.7762  ],[116.99462  93.79649 221.43776],[124.1654  117.22299 222.0953 ],[129.04778 126.16514 238.73175],[ 84.67936 107.11037 269.59955],[ 77.285385  98.53752  238.59277 ],[ 73.0553   93.67456 222.32286],[ 70.02098  90.34687 210.6622 ],[208.6744  126.84929 356.9473 ],[229.65155 111.93865 335.4896 ],[248.59998  96.09601 312.83136],[269.46872  83.52318 298.01004]
4706:[153.34996 166.62154 354.609  ],[169.75934  41.49266 314.219  ],[177.72333      0.69540787 301.34116   ],[182.53784 -21.58603 292.3405 ],[186.60876 -38.75965 284.02997],[124.29492   31.861168 295.48224 ],[107.6141     -2.4878578 274.61182  ],[ 99.26972  -20.082357 259.73035 ],[ 92.76806 -33.91813 247.61133],[ 88.98651  49.55143 290.19693],[ 85.04096   30.813297 251.12015 ],[ 90.86378  49.6541  236.56775],[ 94.84249  65.33211 247.47375],[ 53.16407   81.146095 275.21912 ],[ 47.892372  55.598206 254.99294 ],[ 53.371616  61.37022  239.40724 ],[ 57.8182    73.022354 238.56618 ],[201.7974  133.41396 329.88977],[225.01212 110.40861 322.49844],[244.22682  84.70136 312.83612],[265.02417   65.927536 307.5195  ]
4707:[116.4655  117.38067 413.782  ],[136.50838   25.411575 314.5755  ],[132.42487  40.56452 273.98743],[129.04524   58.091507 290.78137 ],[129.49042  57.80906 310.28247],[ 97.473145  11.760468 301.0689  ],[ 91.53934   26.714493 260.63568 ],[ 89.68787   48.328304 272.04044 ],[ 90.792854  53.040382 290.93875 ],[ 66.20326  18.50439 308.09604],[ 59.05242   23.887775 265.51007 ],[ 58.837494  47.01123  273.62875 ],[ 61.47505  51.94077 292.3187 ],[ 30.681728  36.749233 311.01544 ],[ 30.321392  47.352566 279.75806 ],[ 41.457047  56.363533 289.81052 ],[ 45.15792   56.484783 301.74954 ],[125.425026 123.9508   340.64844 ],[133.00136 121.3744  308.1098 ],[141.2287  118.33405 275.76022],[154.51622  119.163826 250.54108 ]
4708:[146.35188 160.11037 383.504  ],[156.63298  33.10063 372.12424],[174.6753    33.480717 332.52612 ],[177.3121    57.616207 335.86954 ],[171.56186  67.08544 351.9269 ],[118.751015  26.777184 330.60815 ],[130.25314   12.268766 291.22687 ],[141.34831   32.841095 283.856   ],[140.34534   46.970062 297.27005 ],[ 90.520584  48.80371  306.38492 ],[ 93.69956   26.987911 268.86633 ],[107.32237   42.780342 255.99498 ],[110.86341   58.570732 266.88974 ],[ 66.61688  82.68088 274.73782],[ 60.585777  52.77692  262.12976 ],[ 57.724285  36.952366 255.22704 ],[ 56.070606  25.729568 249.97672 ],[184.71217  126.191376 343.6784  ],[203.58992 101.44808 331.26062],[221.30307   76.206184 318.12598 ],[241.01941  56.65322 311.62985]
4709:[161.0519  146.77025 369.261  ],[190.07365  87.20943 239.25226],[199.17213  79.1626  197.46535],[205.15382   75.006744 174.06447 ],[210.44211  74.90541 155.28696],[148.5771    78.810486 220.64404 ],[146.81482   56.370407 183.40137 ],[145.69911   42.445587 163.26414 ],[144.74034  31.70134 147.00952],[112.847435  84.08372  229.35846 ],[101.98562   63.383125 192.65443 ],[ 95.21068   50.607605 172.86708 ],[ 89.35467   40.082626 157.52098 ],[ 73.382126 103.0895   240.05948 ],[ 61.03678   90.486465 212.16074 ],[ 54.015476  83.33348  197.81541 ],[ 48.7395   78.04206 187.79462],[202.24518 163.15639 316.00067],[223.82724 164.92981 290.42978],[242.83789 165.32082 262.8278 ],[263.5343  167.08708 243.2883 ]
4710:[124.35993 132.01527 441.627  ],[222.47346   85.745804 377.56918 ],[260.80322  97.3795  394.57407],[258.0955   108.305115 416.3445  ],[244.89091 113.82491 429.6013 ],[221.60165 114.26111 330.54886],[257.85834 131.1879  347.65488],[260.11017 141.07031 369.969  ],[253.66661 146.21275 387.6497 ],[203.94836 140.92438 312.81894],[241.50082 160.4777  322.8767 ],[262.45532 171.5602  329.1009 ],[279.02008 180.4134  334.37347],[186.79968 175.59062 303.19202],[203.32529 186.54654 276.80154],[212.5957  192.67667 263.28366],[219.73027 197.35768 254.14923],[179.68445 135.27963 470.86472],[211.37341 130.29004 480.54538],[241.63416 133.09682 466.40897],[254.31943 140.63641 442.0063 ]
4711:[156.67729 144.62077 376.926  ],[169.7135   65.14659 259.46045],[172.78569   50.378418 218.64204 ],[174.71689   42.952744 195.36581 ],[176.45941   36.775536 176.94363 ],[126.65401   56.519127 247.29639 ],[111.17109  45.7602  208.07645],[101.244286  39.432613 186.58055 ],[ 93.03845   37.202538 169.02316 ],[ 93.02789  65.30498 258.85278],[ 86.9295   82.2679  219.24536],[ 93.87671 102.1941  231.70876],[ 98.26918 102.39412 250.715  ],[ 56.509865  88.028305 269.95746 ],[ 57.079643  84.436356 237.14957 ],[ 59.56714 100.21933 230.01079],[ 60.585598 109.497284 238.32547 ],[200.82008 127.36289 332.6387 ],[222.45453  113.274284 311.27838 ],[244.68755  98.79579 290.7968 ],[268.7177   89.55313 278.534  ]
4712:[175.09879 190.60477 276.848  ],[202.73888   60.229645 220.32733 ],[217.09338   21.752674 205.93462 ],[2.2531207e+02 7.9235077e-02 1.9797418e+02],[231.93913 -17.19961 191.80211],[149.58466  45.22175 210.44214],[146.08714     4.8088264 194.68643  ],[144.09859  -18.191343 186.45897 ],[142.5099  -36.61582 180.24724],[106.28017   60.532906 214.07875 ],[ 93.25066  31.75588 184.14893],[ 85.44046   14.871941 168.19316 ],[ 78.90155     1.0226955 156.10962  ],[ 60.12156  93.3573  210.51672],[ 64.8698   104.466866 179.79839 ],[ 73.36808 119.75216 180.42392],[ 77.057655 125.518456 190.88281 ],[168.95398 195.22638 201.34335],[169.81114 187.42223 168.76788],[140.1501  171.81828 168.35849],[115.11919 158.26215 166.64485]
4713:[102.179245 123.31277  427.54    ],[ 99.98767  115.166466 276.17896 ],[115.93691 153.08992 261.99756],[121.60996 157.09076 285.50208],[120.340004 149.17021  303.28473 ],[ 65.90606 130.36029 258.88153],[ 65.32973 152.82472 221.61632],[ 64.98075 166.80753 201.4914 ],[ 64.68663 178.80669 186.1127 ],[ 41.62901 142.77353 269.6067 ],[ 47.8945  170.39642 236.57037],[ 57.293835 180.80418  256.66974 ],[ 58.763607 176.14279  275.55576 ],[ 18.715847 164.15118  287.375   ],[  8.805876 174.79216  257.7415  ],[  3.5919485 181.38858   242.3937   ],[-2.1266675e-01  1.8655804e+02  2.3166742e+02],[108.84909 166.49109 375.0532 ],[112.32076 182.08597 345.599  ],[ 90.5733  191.05284 321.72284],[ 64.933975 193.24594  309.4319  ]
4714:[171.57181 172.09193 318.854  ],[148.0545   50.97815 255.43253],[142.9462    18.242393 227.21985 ],[1.4449875e+02 2.0050240e-01 2.1070522e+02],[148.17201  -13.950122 197.78864 ],[122.95068  69.70325 207.01181],[157.032     67.419685 180.0502  ],[170.86954  84.43958 190.98175],[165.14375  93.52791 207.26636],[108.881645 107.68499  186.13806 ],[144.41434 107.54103 161.01663],[153.90088  127.439896 171.72617 ],[148.07275 138.66432 186.57933],[106.11102 160.07115 164.15424],[136.88304 156.92134 152.6327 ],[145.49532 160.51105 167.43794],[140.06818 163.02443 178.4143 ],[202.36536 145.46701 260.78006],[213.69347  124.248535 237.45087 ],[199.51988 126.51589 207.16231],[187.96423 126.01749 181.09564]
4715:[115.68155 164.16405 381.671  ],[210.2814    81.700226 355.99026 ],[222.45612   39.963696 354.11472 ],[229.23509   16.461994 352.5756  ],[234.49881    -2.2161903 350.57816  ],[187.81036   40.735878 365.29718 ],[187.05704   22.439684 325.8211  ],[177.34383   36.411415 308.18314 ],[169.04527  52.20391 300.28998],[153.81396   28.709122 376.89587 ],[153.66534    9.315872 337.94    ],[142.74225  22.52191 320.42032],[137.20903   39.129227 329.03143 ],[108.91379   21.146614 375.60056 ],[125.67421    -6.9827347 371.42776  ],[134.24796  -21.646317 367.21796 ],[140.12581 -31.87126 363.07632],[125.86766 146.45592 314.09705],[138.9109  134.13226 285.79858],[129.58852 103.23827 294.85852],[116.302414  92.273094 317.58508 ]
4716:[164.81953 165.61023 340.347  ],[182.80656  84.23508 224.31892],[197.40164   69.409065 186.09782 ],[206.9452    60.676666 165.28151 ],[215.50896   53.313736 149.3749  ],[138.36191  89.60518 199.9628 ],[139.25885  70.45274 160.898  ],[139.8997   57.94175 139.83339],[140.8643   47.49827 123.38425],[102.98117 109.4561  203.28644],[ 90.62027  91.85114 165.4585 ],[ 84.512764  84.831795 142.78516 ],[ 80.2111   81.34262 124.07975],[ 69.42706 145.14114 206.9802 ],[ 58.763634 143.11717  175.80682 ],[ 53.30594 142.90424 159.18092],[ 49.37986 143.17766 147.31657],[173.12482 163.7353  268.2837 ],[179.06882 155.60973 236.32364],[149.07954 155.62695 221.35464],[121.10176 160.08852 224.60895]
4717:[116.017204 151.39598  391.305   ],[166.29135 117.41878 263.64404],[181.9687   103.413795 225.54207 ],[188.9485   98.13176 202.65024],[194.13118  94.69565 184.15959],[137.79329   86.601776 247.08986 ],[121.497055  98.18467  208.43823 ],[114.92067  118.191025 220.97418 ],[119.363815 119.20733  239.94249 ],[107.92934  70.89653 257.02997],[ 92.055565  78.95362  217.3212  ],[ 81.04817  100.666595 220.15617 ],[ 83.157166 106.75664  238.56906 ],[ 67.763336  63.776825 267.69016 ],[ 62.026745  49.82346  238.33067 ],[ 58.202717  43.527958 222.4563  ],[ 55.001934  39.572266 211.0388  ],[107.78576 170.97896 319.0655 ],[109.08907 178.0758  286.34338],[ 97.103386 161.63634  259.70667 ],[ 86.786896 147.831    236.98587 ]
4718:[122.1313  122.74526 414.688  ],[150.00992    5.136673 376.8232  ],[162.35466     6.6101513 335.1205   ],[155.1068    30.019629 334.7769  ],[147.77565   36.279785 351.73672 ],[111.123276   -4.2896576 341.93427  ],[1.21472069e+02 1.06200695e-01 2.99895508e+02],[118.59467   23.154602 307.71503 ],[113.84737   27.972965 326.01303 ],[ 80.04195   11.486198 326.84045 ],[ 89.11685   16.471413 284.57376 ],[ 88.57553   40.968864 285.0587  ],[ 84.68034   50.317707 301.73193 ],[ 50.205345  37.33204  304.46887 ],[ 62.954304  39.11396  274.0736  ],[ 69.80333   54.420372 279.07928 ],[ 71.07647  62.78056 288.2846 ],[171.34232   88.840576 423.94824 ],[194.91228  66.45955 432.0937 ],[215.45374   40.188847 435.45923 ],[237.25595  25.69553 446.76672]
4719:[156.97984 167.46448 354.27   ],[152.27362 103.2664  225.39609],[138.14677  82.9541  189.59773],[129.90689  75.03908 167.91571],[122.779945  69.71605  150.55359 ],[104.65393  102.318535 216.32785 ],[ 92.58246 120.70772 178.7806 ],[102.73216 143.01073 178.31935],[114.07746 148.73367 193.12148],[ 71.819626 114.04142  232.49983 ],[ 64.9766  129.46904 192.38947],[ 69.326805 153.42093  195.22418 ],[ 74.383224 158.56488  213.34995 ],[ 39.079025 140.15434  250.48964 ],[ 43.30221 162.19714 226.28502],[ 50.920033 169.43596  240.27861 ],[ 51.84337 165.11755 251.97264],[153.38727 191.28276 281.84775],[153.28801 197.04036 248.83803],[121.39178 190.32454 241.03058],[103.81737 181.88156 261.84183]
4720:[170.5386  140.45755 380.793  ],[163.88528  80.90326 247.05162],[182.79077 103.93371 215.33632],[191.75945 112.44113 236.49855],[188.4087  107.62276 255.10303],[127.68208  98.65962 226.82251],[148.39536  125.619156 199.6596  ],[158.7595  134.71979 219.91833],[157.53947 131.13893 239.05626],[102.5542  122.78684 234.52911],[119.644554 148.93951  204.23659 ],[132.43262 157.02966 223.51529],[134.99216 154.94608 242.74231],[ 81.9402  159.63583 244.70908],[ 78.31982 165.92896 212.50854],[ 76.18669 169.68782 195.55057],[ 74.51912 172.65201 183.52208],[205.65834  105.360214 339.74304 ],[220.04256  84.08926 318.21533],[234.40561   62.350235 297.13107 ],[242.57507  44.86007 276.14044]
4721:[139.3863  173.18355 373.669  ],[168.21783   67.525894 299.1342  ],[174.09279   40.613354 265.44623 ],[176.25948  32.97281 242.26044],[177.37291   30.971025 222.88715 ],[124.3655    50.966118 288.80713 ],[122.50564  52.35566 245.35268],[119.12621  76.62782 245.04474],[118.69412   84.918465 262.69833 ],[ 88.07095   59.833115 295.36584 ],[ 80.88264  65.69326 252.84918],[ 84.91633   89.755295 255.17323 ],[ 89.31408  95.51494 273.28558],[ 47.814957  82.58871  294.7836  ],[ 48.35808  92.74185 263.37973],[ 56.27331 107.34801 268.8808 ],[ 59.178944 109.901024 280.7674  ],[134.82921 168.13893 299.91077],[136.36603 158.76947 267.77585],[123.64757 141.86986 241.77446],[100.63692  126.020706 236.06776 ]
4722:[114.86275 141.22243 398.609  ],[111.48048  72.91937 272.6629 ],[105.14276   63.103794 230.74432 ],[103.58244   60.254555 206.45235 ],[103.56583   59.602833 186.95502 ],[ 75.00161  86.72099 246.70113],[ 90.99943  106.197395 211.22693 ],[ 96.03597  122.013214 229.25874 ],[ 92.54892 121.01981 248.42706],[ 49.856155 108.349335 248.50348 ],[ 65.22591 132.9798  216.08759],[ 73.36354 146.32773 234.96255],[ 71.6837  143.75597 254.22743],[ 27.949799 141.69743  250.85837 ],[ 30.671526 150.347    219.11942 ],[ 32.260326 155.39719  202.43938 ],[ 33.571335 159.35126  190.65387 ],[155.98114 104.86296 370.91785],[173.74109  81.69937 354.46082],[187.62296   59.208336 333.84833 ],[198.88278   39.919792 316.11642 ]
4723:[193.23456 161.58252 302.638  ],[131.59464   39.917824 271.01633 ],[150.1385    34.292538 232.05275 ],[160.1904    56.642887 231.77957 ],[156.9165   68.53843 246.89078],[ 89.07628   58.318115 243.8887  ],[100.22988   45.187767 203.92784 ],[115.700325  63.638412 199.35703 ],[118.73346  78.24771 211.92442],[ 70.00251  96.01544 230.99629],[ 42.447155  68.63602  211.38127 ],[ 52.719685  68.693634 189.12987 ],[ 68.50988  79.81822 186.39415],[ 60.391876 146.96155  209.45142 ],[ 42.077915 131.88077  186.5003  ],[ 32.047195 123.49974  174.86435 ],[ 24.753014 117.28206  166.8402  ],[194.6542  140.54868 232.19484],[191.55376 121.00098 205.15642],[172.8829  108.81901 180.12788],[148.48558 123.53593 181.3257 ]
4724:[121.84383 124.81202 411.799  ],[151.73788    8.743813 368.7598  ],[156.61404   12.608028 325.69043 ],[150.5387   35.80681 330.74612],[146.73373   41.594967 348.9832  ],[110.899086   -4.7618637 345.23865  ],[114.12351     -0.61537504 302.0404    ],[111.83708   23.543606 298.6098  ],[109.25986   33.654465 315.0931  ],[ 77.47967   7.9319  337.56772],[ 78.45863    9.141631 294.07913 ],[ 82.653885  26.556705 277.35284 ],[ 86.11857   42.893845 287.43573 ],[ 42.992172  31.519398 320.79376 ],[ 47.264717  23.409328 289.08325 ],[ 52.279778  37.176422 279.5141  ],[ 53.52847  48.18352 285.30515],[148.90208 129.07109 344.82086],[166.13943  124.533844 316.44678 ],[180.86865 117.14907 287.2587 ],[196.86633 112.28505 264.15744]
4725:[134.98112 114.38722 423.634  ],[143.914     57.034027 288.2944  ],[130.86691   37.471497 251.67801 ],[122.52273   28.054188 230.64607 ],[115.2565   20.196   214.33589],[107.4955    44.537716 276.95657 ],[ 95.405495  54.94794  236.4703  ],[ 98.41687   76.016495 248.62354 ],[103.58841  78.5923  267.2566 ],[ 78.98871   45.589058 290.59528 ],[ 68.11134  69.98426 256.24072],[ 70.77099  84.97192 275.4488 ],[ 74.695946  86.10733  294.52435 ],[ 45.02834  57.44059 306.69604],[ 42.98355  76.36847 279.73053],[ 45.737026  87.38695  293.0446  ],[ 47.368    87.88557 305.42776],[171.79303 108.57978 370.6872 ],[190.38155 100.95488 343.8706 ],[209.9039   92.94681 317.8288 ],[229.95091  87.38397 298.3243 ]
4726:[100.7083  148.77979 396.233  ],[144.55113  30.63858 385.7461 ],[139.29291   30.975075 342.54984 ],[132.53784  51.97378 331.86917],[130.33894   66.979385 344.13977 ],[104.96437    6.977379 383.45325 ],[ 97.16905    -4.8338213 342.30222  ],[ 95.14164    9.755127 322.7138  ],[ 98.31022  27.79156 329.43826],[ 68.670074  13.598579 383.898   ],[ 65.62769  -10.820246 348.0073  ],[ 63.37389  -24.137333 327.55664 ],[ 60.9575  -33.71122 310.73187],[ 25.417591  29.850418 369.66937 ],[ 17.164927   -1.5843391 363.89584  ],[ 13.643251 -12.712833 350.85718 ],[ 12.264169 -15.388487 338.72498 ],[115.25212 102.06044 356.76645],[127.766525  73.67094  344.10837 ],[103.3498    50.729294 343.14267 ],[ 89.41413   26.206347 338.93857 ]
4727:[142.60294 163.62881 376.497  ],[139.97893 111.57953 240.99512],[134.39288 104.17809 198.47812],[132.1043  101.29285 174.24815],[131.07196 100.17347 154.79944],[102.35128 130.38171 218.54321],[104.64226 149.65184 179.59332],[122.103966 165.15117  187.04402 ],[128.63226 164.36751 205.41078],[ 76.18148 153.26656 224.91046],[ 72.482155 166.63391  183.66354 ],[ 88.246735 185.39809  183.47073 ],[ 98.01857 189.54605 199.83768],[ 54.388794 188.04512  233.77264 ],[ 72.73737 207.54866 214.47173],[ 85.068855 208.70464  226.83499 ],[ 85.9822  204.1428  238.43703],[159.5285  188.1972  308.01007],[167.70749 194.21217 276.07693],[143.09189 201.71504 254.60121],[115.97709 206.24187 247.01518]
4728:[128.31445  124.455734 410.467   ],[214.05176   63.955616 331.2331  ],[235.32184  49.90196 295.96616],[244.83658  45.93625 273.73114],[252.6307    43.133366 256.06857 ],[189.04951   32.075512 307.7459  ],[189.55803  38.09251 264.65048],[175.77812  57.30225 271.11215],[171.88501  60.03192 290.03207],[156.0341    20.998524 305.51376 ],[155.33131   23.106367 262.0541  ],[144.09882   44.672195 258.98825 ],[138.87625   54.372635 275.08786 ],[114.23042   18.562286 297.3079  ],[114.895134  29.359556 266.12198 ],[109.34808   43.196377 275.28848 ],[107.16314   45.259106 287.42203 ],[153.2534  134.31404 346.19986],[172.05437 135.70367 318.498  ],[191.99039 137.1772  291.59424],[208.09404 135.32106 268.13193]
